image_name,y,prob
309.jpg,1,0.8758911663691623
210.jpg,0,0.1715429809662578
226.jpg,1,0.9401658748561433
404.jpg,1,0.93340842622083
383.jpg,1,0.7090056197178476
118.jpg,0,0.5107629947860024
288.jpg,1,0.9121386584249617
386.jpg,1,0.8439491001599546
213.jpg,1,0.9084302266674665
357.jpg,0,0.28154633027005393
405.jpg,1,0.9638692703152194
406.jpg,0,0.9419186821397123
321.jpg,1,0.9143017889728301
244.jpg,1,0.9363234249514074
112.jpg,1,0.9009581050113429
250.jpg,1,0.9390928538324698
336.jpg,1,0.19671254173110117
72.jpg,0,0.08175382437776589
238.jpg,0,0.6231989350913949
219.jpg,1,0.8194747945542729
236.jpg,0,0.26444928178750404
249.jpg,1,0.9372408866884905
252.jpg,0,0.7856434375304501
88.jpg,0,0.3645450158066305
157.jpg,1,0.8604727022802012
332.jpg,1,0.9322042542989586
265.jpg,0,0.1378466673210809
104.jpg,1,0.9400504544658477
384.jpg,0,0.14213547241385935
231.jpg,1,0.8531646107866252
413.jpg,1,0.7716672562785928
215.jpg,1,0.9378263843248603
340.jpg,1,0.9228680745148695
284.jpg,0,0.42164858604704897
176.jpg,1,0.8672778238573274
83.jpg,1,0.7773580206268449
218.jpg,0,0.4933297699668354
151.jpg,1,0.9396176870866992
186.jpg,1,0.9455742168752985
201.jpg,1,0.7952838104538692
251.jpg,1,0.7827134800853208
217.jpg,1,0.8284405914247372
307.jpg,1,0.8393516262133336
91.jpg,1,0.9263513228592108
121.jpg,1,0.7205210501394305
229.jpg,0,0.22738830684724443
411.jpg,1,0.8844651619596208
111.jpg,1,0.9368962332426836
259.jpg,0,0.7333779185036059
412.jpg,0,0.42075201150202796
280.jpg,0,0.8373622859420011
341.jpg,0,0.7706989103555549
287.jpg,1,0.9039960641041691
254.jpg,1,0.3393222587837487
303.jpg,0,0.1790132707283787
397.jpg,1,0.8647555205665708
93.jpg,1,0.9424934974247602
200.jpg,1,0.26919289515406347
329.jpg,1,0.961086673676624
116.jpg,1,0.6362164216523598
163.jpg,0,0.13085905818974677
108.jpg,1,0.5318540573614493
396.jpg,1,0.4782634094178098
282.jpg,1,0.9324355618402588
234.jpg,0,0.2402172098126093
140.jpg,1,0.9355724313836309
399.jpg,1,0.8856535159081549
212.jpg,1,0.9515374288760458
268.jpg,0,0.33727508654847715
227.jpg,1,0.9308962207025625
261.jpg,0,0.441231307550986
328.jpg,0,0.09066333063244633
239.jpg,1,0.9399048721246002
89.jpg,1,0.5728136141835177
302.jpg,0,0.2047710789309558
242.jpg,0,0.8772744541378793
188.jpg,1,0.4274034495522812
275.jpg,0,0.12723023166122302
85.jpg,1,0.9357859458320552
178.jpg,1,0.9427512179540842
416.jpg,1,0.941598171338971
