image_name,y,prob
181.jpg,0,0.36233101520244687
257.jpg,1,0.38262273648298256
179.jpg,1,0.7732171411641273
67.jpg,1,0.5621657217915934
64.jpg,1,0.886218385225324
114.jpg,1,0.8915500349216098
102.jpg,1,0.8338262492913309
185.jpg,1,0.8749126921683631
393.jpg,1,0.8477065546419881
276.jpg,0,0.8606289022141843
304.jpg,1,0.8969271571885903
366.jpg,1,0.8806561749998774
66.jpg,1,0.7321656130860682
310.jpg,1,0.5417505838346369
401.jpg,1,0.9028001662323081
378.jpg,1,0.9020361302918489
113.jpg,1,0.32155676821382434
262.jpg,1,0.8736414381743763
323.jpg,1,0.896919256556752
407.jpg,1,0.8265303846016218
166.jpg,0,0.5358695979390025
107.jpg,1,0.3762477303770665
220.jpg,1,0.8636081255836167
145.jpg,1,0.8808433899334662
124.jpg,1,0.7834728931995893
318.jpg,1,0.8896707910147649
324.jpg,0,0.29457790968062075
418.jpg,0,0.15977369891846008
255.jpg,0,0.4602059650098043
154.jpg,0,0.10167211949189743
233.jpg,1,0.8865577635548948
123.jpg,1,0.8844980121656844
344.jpg,0,0.17218907169342934
120.jpg,1,0.9308109568992673
419.jpg,1,0.8143580679018814
173.jpg,0,0.2634811318035246
326.jpg,1,0.8755437965314303
161.jpg,0,0.2927812873531599
358.jpg,1,0.8800324508198099
339.jpg,0,0.3153179269863243
65.jpg,0,0.19411675034477
355.jpg,0,0.18942165509643577
369.jpg,0,0.6536015945717838
105.jpg,1,0.9380739731403787
153.jpg,1,0.8822604394900144
421.jpg,0,0.9140651102936099
223.jpg,1,0.8804352913734267
246.jpg,1,0.7822247912552218
98.jpg,1,0.8058007655427676
389.jpg,1,0.918520497927027
338.jpg,0,0.25891203046702255
84.jpg,0,0.8948389622968045
99.jpg,1,0.8971862064377069
73.jpg,0,0.10602242017962725
63.jpg,0,0.4759201380504117
90.jpg,1,0.8020250638658944
87.jpg,1,0.730541729954307
391.jpg,0,0.6954355710344452
253.jpg,0,0.21687092804162986
371.jpg,1,0.8871031526126487
232.jpg,0,0.17517652942790554
385.jpg,1,0.7989390815499513
146.jpg,1,0.715763626242974
160.jpg,0,0.5608845580172459
266.jpg,0,0.7636563846693187
387.jpg,1,0.8054186214080522
335.jpg,1,0.8942927770287343
177.jpg,1,0.8680835322212521
270.jpg,1,0.872403327535785
414.jpg,0,0.11503580262609317
100.jpg,1,0.4867808906947129
365.jpg,1,0.8590274053159207
230.jpg,1,0.3078847166452742
222.jpg,1,0.804882044941475
356.jpg,1,0.7531277650612058
147.jpg,1,0.9245940893431805
228.jpg,1,0.3326284698446303
225.jpg,1,0.8283018336655578
319.jpg,1,0.7912990190028617
410.jpg,0,0.7714895944064271
142.jpg,1,0.8822395540768369
376.jpg,1,0.88537313601467
258.jpg,0,0.37046526488048814
308.jpg,1,0.6605697092546788
402.jpg,1,0.8668701374605285
317.jpg,0,0.4655494681046048
382.jpg,1,0.9224622242138727
331.jpg,1,0.8838110448015852
289.jpg,1,0.4719290385148181
240.jpg,0,0.14157019922987005
182.jpg,1,0.5934949246023534
171.jpg,0,0.1079464573749236
271.jpg,1,0.8997439669243945
184.jpg,1,0.8989855169485722
342.jpg,0,0.20750655459500436
379.jpg,1,0.7981764156796383
306.jpg,1,0.8422556567689528
119.jpg,0,0.7180829781958767
320.jpg,0,0.19790599051779992
372.jpg,1,0.49291476428521186
281.jpg,1,0.7883870618043108
162.jpg,0,0.1340323773067303
394.jpg,0,0.3145489288785833
70.jpg,0,0.10560682808758103
283.jpg,0,0.7297157366377427
235.jpg,1,0.8279264502528382
403.jpg,1,0.7066033528617854
305.jpg,0,0.566443321272711
422.jpg,1,0.6425802881403858
420.jpg,0,0.6679992290718747
285.jpg,1,0.8398568864564724
62.jpg,1,0.8630750810455441
408.jpg,1,0.4167866870871031
168.jpg,0,0.176053967752923
409.jpg,1,0.7198570175007736
373.jpg,0,0.44461054660980354
278.jpg,1,0.8970922535462195
330.jpg,0,0.13292489166089066
260.jpg,1,0.8919747141488454
269.jpg,0,0.29610795894187175
190.jpg,1,0.9118951360623653
194.jpg,1,0.8438756805289475
388.jpg,1,0.8483028287010815
274.jpg,1,0.7418661022328692
152.jpg,1,0.5326409079482851
183.jpg,1,0.8110745642550542
248.jpg,1,0.7733861153901699
214.jpg,0,0.36005889063818514
380.jpg,1,0.8827533189166312
398.jpg,1,0.8490440821240706
327.jpg,0,0.14213913525317395
109.jpg,1,0.8612241269150664
237.jpg,0,0.5933110122998919
392.jpg,0,0.8312049863140782
69.jpg,0,0.79060006967786
192.jpg,1,0.8824407624215854
221.jpg,1,0.7823444728636955
297.jpg,0,0.33946279914210314
175.jpg,1,0.8518292813410334
110.jpg,1,0.8976701818431646
155.jpg,0,0.14439013793721814
187.jpg,1,0.5588817893270331
211.jpg,1,0.9185498383722426
103.jpg,1,0.8108618836547743
381.jpg,0,0.5713545500266589
94.jpg,1,0.568506086335517
209.jpg,1,0.4291292908625451
97.jpg,1,0.829586634230529
343.jpg,1,0.845636254471488
144.jpg,1,0.8743533017077408
273.jpg,0,0.2773104801374066
206.jpg,0,0.1816759612894465
156.jpg,1,0.6107137560135698
286.jpg,1,0.41062492739243817
149.jpg,1,0.83531241299316
325.jpg,0,0.6957178349323834
370.jpg,0,0.2565405706744873
106.jpg,1,0.7903053998080257
202.jpg,1,0.48998826818908786
247.jpg,1,0.9075594168606069
395.jpg,1,0.9083176689593463
150.jpg,0,0.6653580478113237
92.jpg,1,0.8813719640086546
143.jpg,1,0.8730888747855794
216.jpg,0,0.4606018915927114
368.jpg,0,0.22152826545013976
322.jpg,1,0.9045328727380963
353.jpg,0,0.458544959980145
264.jpg,1,0.4240729770133224
241.jpg,1,0.3788614388469783
141.jpg,1,0.6036481679786809
205.jpg,0,0.8487890568236663
256.jpg,0,0.2412465528497175
400.jpg,1,0.7726697734668356
245.jpg,1,0.6555528059157723
95.jpg,0,0.5169159850853703
207.jpg,0,0.3358922340557301
189.jpg,1,0.8781722962133672
309.jpg,1,0.7714740059005788
210.jpg,0,0.20270149194121692
226.jpg,1,0.8902453670692948
404.jpg,1,0.8197029376608815
383.jpg,1,0.666185480928945
118.jpg,0,0.808717886633859
288.jpg,1,0.7839649102637788
386.jpg,1,0.7128079461637767
213.jpg,1,0.8254206726944451
357.jpg,0,0.2940442845371545
405.jpg,1,0.9344584954870977
406.jpg,0,0.8967749395504766
321.jpg,1,0.8207336549107214
244.jpg,1,0.8777868377461933
112.jpg,1,0.7801813924172355
250.jpg,1,0.8928483436373629
